Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-11 10:17:04; 1,10409; 1,10427; 1,10235; 1,1026; 1,10328995; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-11 10:27:00; 1,10261; 1,10266; 1,10194; 1,10242; 1,10302838; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,11555556; 0,07592593; 0,08621166; 
2016-07-11 10:37:00; 1,1024; 1,10246; 1,10152; 1,10227; 1,10278044; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,10014815; 0,12537694; 0,09420215; 
2016-07-11 10:47:00; 1,10228; 1,10299; 1,10213; 1,10294; 1,10274723; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,16896560; 0,10866001; 0,10971780; 
2016-07-11 10:57:01; 1,10295; 1,10299; 1,10256; 1,10261; 1,10274331; 1,10276555; -1,30522289; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,14643686; 0,09417201; 0,12523346; 
2016-07-11 11:07:00; 1,10262; 1,10272; 1,10203; 1,10249; 1,10269603; 1,10276555; -0,82678697; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,12691194; 0,18403120; 0,13835465; 
2016-07-11 11:17:02; 1,1025; 1,1038; 1,1025; 1,10333; 1,10278685; 1,10276555; 0,01667664; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,21991401; 0,15949371; 0,14972958; 
2016-07-11 11:27:00; 1,10334; 1,10372; 1,103; 1,10318; 1,10286620; 1,10276555; 0,29481390; 0,00000000; 0,00000000; 18,18181818; 0,00000000; 0,00000000; 60,00000000; 0,19059215; 0,13822788; 0,16110451; 
2016-07-11 11:37:01; 1,1032; 1,10391; 1,10303; 1,10366; 1,10292989; 1,10276555; 0,44676296; 0,00000000; 0,00000000; 34,54545455; 0,00000000; 0,00000000; 60,00000000; 0,19396774; 0,11979750; 0,17798935; 
2016-07-11 11:47:00; 1,10364; 1,10364; 1,10315; 1,10324; 1,10298161; 1,10295227; 0,77933548; 0,00000000; 0,00000000; 49,09090909; 0,00000000; 0,00000000; 60,00000000; 0,16810537; 0,10382450; 0,19487419; 
2016-07-11 11:57:06; 1,10323; 1,10333; 1,10263; 1,10282; 1,10296898; 1,10295227; 0,50657228; -0,35707249; 0,00000000; 43,63636364; 0,00000000; 0,00000000; 0,00000000; 0,14569132; 0,18902885; 0,20412232; 
2016-07-11 12:07:02; 1,10286; 1,10289; 1,1021; 1,10212; 1,10292823; 1,10295227; 0,16557678; -0,10693656; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,12626581; 0,25327648; 0,22802530; 
2016-07-11 12:17:02; 1,10211; 1,10231; 1,10205; 1,10217; 1,10287802; 1,10295227; -0,14269905; 0,10738260; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,10943037; 0,24514731; 0,25536505; 
2016-07-11 12:27:04; 1,10219; 1,10274; 1,1021; 1,10272; 1,10284486; 1,10295227; -0,35284433; 0,10076513; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,18442299; 0,21246100; 0,26041115; 
2016-07-11 12:37:00; 1,10273; 1,10313; 1,1025; 1,10302; 1,10284225; 1,10285506; -0,33821132; 0,10561739; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,24237294; 0,18413287; 0,19873627; 
2016-07-11 12:47:00; 1,10303; 1,10327; 1,1028; 1,10327; 1,10285846; 1,10285506; -0,19395375; 0,18063127; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,24977286; 0,15958182; 0,19969067; 
