Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-11 10:13:03; 1,10409; 1,10427; 1,10245; 1,1029; 1,10343396; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-11 10:28:00; 1,10289; 1,10291; 1,10194; 1,10238; 1,10301562; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,11555556; 0,07010309; 0,08891553; 
2016-07-11 10:43:00; 1,10239; 1,10282; 1,10152; 1,10277; 1,10274263; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,10014815; 0,10383294; 0,09020584; 
2016-07-11 10:58:00; 1,10278; 1,10299; 1,1025; 1,10266; 1,10274302; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13305357; 0,08998855; 0,10399728; 
2016-07-11 11:13:00; 1,10264; 1,10362; 1,10203; 1,10354; 1,10274806; 1,10276400; -1,67542123; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,16814328; 0,07799007; 0,13015999; 
2016-07-11 11:28:00; 1,10356; 1,1038; 1,103; 1,10332; 1,10286237; 1,10276400; -0,38559619; 0,00000000; 0,00000000; 18,18181818; 0,00000000; 0,00000000; 60,00000000; 0,17572417; 0,06759140; 0,16190383; 
2016-07-11 11:43:01; 1,10331; 1,10391; 1,10315; 1,10337; 1,10293575; 1,10276400; 0,45628140; 0,00000000; 0,00000000; 34,54545455; 0,00000000; 0,00000000; 60,00000000; 0,17159253; 0,05857921; 0,19697494; 
2016-07-11 11:58:00; 1,10338; 1,10363; 1,10263; 1,10269; 1,10295355; 1,10276400; 0,53353303; 0,00000000; 0,00000000; 30,90909091; 0,00000000; 0,00000000; 60,00000000; 0,14871353; 0,12010198; 0,20457749; 
2016-07-11 12:13:03; 1,10269; 1,10272; 1,10205; 1,10212; 1,10288984; 1,10276400; 0,37528614; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,12888506; 0,21951127; 0,22315777; 
2016-07-11 12:28:00; 1,10211; 1,10289; 1,10207; 1,10279; 1,10284841; 1,10286087; -0,03546800; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,13934266; 0,19024310; 0,23418903; 
2016-07-11 12:43:00; 1,10278; 1,10319; 1,1025; 1,10302; 1,10285267; 1,10286087; -0,23089763; -0,64622500; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,17873465; 0,16487735; 0,23706962; 
2016-07-11 12:58:00; 1,10303; 1,10338; 1,10292; 1,10332; 1,10288385; 1,10286087; -0,17303523; -0,13084373; 0,00000000; 18,18181818; 0,00000000; 0,00000000; 60,00000000; 0,20997583; 0,14289371; 0,25064852; 
2016-07-11 13:13:02; 1,10333; 1,10346; 1,10296; 1,10312; 1,10291284; 1,10286087; 0,06346825; 0,18784926; 0,00000000; 34,54545455; 0,00000000; 0,00000000; 60,00000000; 0,20331238; 0,12384121; 0,26799974; 
2016-07-11 13:28:00; 1,10313; 1,10333; 1,10278; 1,10327; 1,10292348; 1,10286087; 0,19874027; 0,19108590; 0,00000000; 30,90909091; 0,00000000; 0,00000000; 60,00000000; 0,17620407; 0,15096541; 0,27350991; 
2016-07-11 13:43:00; 1,10328; 1,10474; 1,10318; 1,10452; 1,10307476; 1,10301340; 0,57994584; 0,34124984; 0,00000000; 45,45454545; 0,00000000; 0,00000000; 0,00000000; 0,27322301; 0,13083669; 0,22725200; 
2016-07-11 13:58:01; 1,10452; 1,10474; 1,10392; 1,10422; 1,10324650; 1,10301340; 0,94548441; 0,40059435; 0,00000000; 58,18181818; 0,00000000; 0,00000000; 60,00000000; 0,23679328; 0,11339180; 0,23493571; 
