Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-25 01:41:23; 1,09718; 1,09732; 1,09695; 1,097; 1,09711416; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-25 01:51:04; 1,09694; 1,09725; 1,09691; 1,09722; 1,09715184; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,11555556; 0,01568627; 0,12578258; 
2016-07-25 02:01:13; 1,09721; 1,09725; 1,09687; 1,09702; 1,09713560; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,10014815; 0,02762986; 0,16632069; 
2016-07-25 02:11:00; 1,097; 1,09703; 1,09661; 1,09663; 1,09705869; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,08679506; 0,10648556; 0,17359748; 
2016-07-25 02:21:02; 1,09663; 1,09695; 1,0966; 1,09694; 1,09701415; 1,09702486; -0,38658139; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,07522239; 0,09609701; 0,18230079; 
2016-07-25 02:31:01; 1,09692; 1,09699; 1,09668; 1,09696; 1,09699316; 1,09702486; -0,82986848; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,08239704; 0,08328407; 0,18268321; 
2016-07-25 02:41:00; 1,09694; 1,09698; 1,09658; 1,09662; 1,09695700; 1,09702486; -1,28455826; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,07141076; 0,10551286; 0,19645109; 
2016-07-25 02:51:03; 1,09661; 1,09687; 1,09661; 1,09682; 1,09693333; 1,09702486; -0,60384188; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,06188933; 0,09144448; 0,21021898; 
2016-07-25 03:01:00; 1,0968; 1,09707; 1,09678; 1,09688; 1,09692877; 1,09702486; -0,69467971; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,14559144; 0,07925189; 0,23129383; 
2016-07-25 03:11:00; 1,09688; 1,09726; 1,09683; 1,09716; 1,09696548; 1,09697444; -0,27369370; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,18509398; 0,06868497; 0,26405829; 
2016-07-25 03:21:03; 1,09715; 1,09721; 1,09678; 1,09694; 1,09696561; 1,09697444; 0,11323385; -0,78099987; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,16041478; 0,07503085; 0,28996173; 
2016-07-25 03:31:02; 1,09693; 1,09695; 1,09654; 1,09664; 1,09693229; 1,09697444; -0,01352391; -1,15014170; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,13902614; 0,14307551; 0,29098704; 
2016-07-25 03:41:00; 1,09665; 1,09665; 1,0958; 1,09599; 1,09681360; 1,09697444; -1,70779184; -1,90985271; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,12048932; 0,24007721; 0,31467751; 
2016-07-25 03:51:02; 1,09598; 1,0961; 1,09587; 1,09591; 1,09671370; 1,09697444; -2,11840853; -1,16106869; 0,00000000; 0,00000000; 0,00000000; 110,00000000; 0,00000000; 0,10442408; 0,20806692; 0,33836798; 
2016-07-25 04:01:06; 1,09592; 1,09623; 1,09587; 1,096; 1,09661396; 1,09670767; -3,55835315; -1,61980528; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,13864902; 0,18032466; 0,27627194; 
2016-07-25 04:11:01; 1,09598; 1,09607; 1,09539; 1,09543; 1,09648072; 1,09670767; -3,91980571; -1,77924806; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,12016248; 0,25039902; 0,24702202; 
2016-07-25 04:21:02; 1,09544; 1,09563; 1,09522; 1,09529; 1,09640874; 1,09670767; -2,83157171; -1,53378958; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,10414082; 0,27229704; 0,23839133; 
2016-07-25 04:31:02; 1,0953; 1,09563; 1,09519; 1,0956; 1,09632098; 1,09670767; -4,04425021; -2,52237273; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,09025538; 0,24508167; 0,26409336; 
2016-07-25 04:41:04; 1,09559; 1,09602; 1,09559; 1,09597; 1,09626099; 1,09670767; -4,68164048; -3,54289079; 0,00000000; 0,00000000; 0,00000000; 110,00000000; 0,00000000; 0,19915156; 0,21240412; 0,25769014; 
2016-07-25 04:51:01; 1,09596; 1,096; 1,09558; 1,09578; 1,09619817; 1,09642904; -3,28542890; -3,56881901; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,17259802; 0,18725817; 0,26021764; 
2016-07-25 05:01:01; 1,09577; 1,09611; 1,09565; 1,09603; 1,09614965; 1,09642904; -4,14335778; -5,21962196; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,18146901; 0,16229042; 0,25043481; 
2016-07-25 05:11:00; 1,09604; 1,09634; 1,09601; 1,0963; 1,09612845; 1,09642904; -1,96300668; -3,27834816; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,25020243; 0,14065169; 0,25668731; 
2016-07-25 05:21:08; 1,09631; 1,09642; 1,09624; 1,09627; 1,09611755; 1,09642904; -1,13169599; -2,19656171; 0,00000000; 18,18181818; 0,00000000; 0,00000000; 60,00000000; 0,27610137; 0,12189813; 0,26328716; 
2016-07-25 05:31:07; 1,09626; 1,0966; 1,09622; 1,09649; 1,09612614; 1,09642904; -0,68003148; -2,21877244; 0,00000000; 34,54545455; 0,00000000; 0,00000000; 60,00000000; 0,30244575; 0,10564505; 0,26496894; 
2016-07-25 05:41:10; 1,09649; 1,09679; 1,09647; 1,09662; 1,09615237; 1,09639762; 0,01775602; -1,20588875; 0,00000000; 49,09090909; 0,00000000; 0,00000000; 60,00000000; 0,34128631; 0,09155904; 0,28027574; 
2016-07-25 05:51:00; 1,09666; 1,09666; 1,09646; 1,0965; 1,09616834; 1,09639762; 0,27123390; -0,84969602; 0,00000000; 61,81818182; 0,00000000; 0,00000000; 60,00000000; 0,29578147; 0,08601784; 0,31849387; 
2016-07-25 06:01:00; 1,09651; 1,09709; 1,09642; 1,097; 1,09621111; 1,09639762; 0,72868614; -0,61565984; 0,00000000; 72,72727273; 0,00000000; 0,00000000; 60,00000000; 0,34191608; 0,07454879; 0,34066000; 
2016-07-25 06:11:01; 1,09699; 1,09729; 1,09685; 1,09705; 1,09627680; 1,09639762; 1,33404470; -0,15646678; 0,00000000; 81,81818182; 0,00000000; 0,00000000; 60,00000000; 0,35693333; 0,06460895; 0,36650266; 
2016-07-25 06:21:02; 1,09707; 1,09712; 1,09685; 1,09704; 1,09634165; 1,09639762; 1,68963326; 0,28799952; 0,00000000; 89,09090909; 0,00000000; 0,00000000; 60,00000000; 0,30934222; 0,05599443; 0,40670327; 
2016-07-25 06:31:00; 1,09705; 1,09716; 1,09696; 1,09706; 1,09640541; 1,09648037; 1,84937118; 0,64667083; 0,00000000; 94,54545455; 0,00000000; 0,00000000; 60,00000000; 0,29476326; 0,04852850; 0,43283314; 
2016-07-25 06:41:10; 1,09705; 1,09715; 1,09693; 1,09715; 1,09646434; 1,09648037; 2,37238454; 1,17927542; 0,00000000; 98,18181818; 0,00000000; 0,00000000; 60,00000000; 0,25546149; 0,06023985; 0,44509533; 
2016-07-25 06:51:06; 1,09716; 1,09733; 1,09709; 1,09727; 1,09657038; 1,09648037; 2,59743877; 1,56398544; 0,00000000; 100,00000000; 0,00000000; 0,00000000; 60,00000000; 0,32139996; 0,05220787; 0,46358225; 
2016-07-25 07:01:15; 1,09726; 1,09734; 1,09717; 1,09721; 1,09665146; 1,09648037; 2,32190420; 1,60060259; 0,00000000; 100,00000000; 0,00000000; 0,00000000; 60,00000000; 0,28638977; 0,04524682; 0,51322004; 
2016-07-25 07:11:01; 1,09717; 1,09735; 1,09706; 1,09731; 1,09673257; 1,09648037; 2,93059996; 2,17289683; 0,00000000; 100,00000000; 0,00000000; 0,00000000; 60,00000000; 0,24820447; 0,08978863; 0,54378836; 
2016-07-25 07:21:14; 1,0973; 1,09736; 1,09719; 1,09736; 1,09681781; 1,09658127; 2,61560792; 1,96963780; 0,00000000; 100,00000000; 18,18181818; 0,00000000; 60,00000000; 0,22295367; 0,07781681; 0,57427118; 
2016-07-25 07:31:01; 1,09735; 1,09738; 1,09717; 1,09719; 1,09688853; 1,09658127; 2,19583028; 1,98830324; 0,00000000; 100,00000000; 18,18181818; 0,00000000; 60,00000000; 0,19322652; 0,06744123; 0,58871866; 
2016-07-25 07:41:03; 1,09717; 1,09723; 1,09702; 1,09703; 1,09693975; 1,09658127; 3,04393618; 3,07739669; 0,00000000; 100,00000000; 18,18181818; 0,00000000; 0,00000000; 0,16746298; 0,15368717; 0,56410791; 
2016-07-25 07:51:07; 1,09703; 1,09744; 1,09698; 1,09742; 1,09699218; 1,09658127; 2,17789634; 2,40051571; 0,00000000; 81,81818182; 18,18181818; 0,00000000; 0,00000000; 0,20600415; 0,13319554; 0,54499369; 
2016-07-25 08:01:02; 1,09743; 1,09767; 1,0974; 1,09749; 1,09706802; 1,09658127; 2,19854916; 2,55300082; 0,00000000; 83,63636364; 18,18181818; 0,00000000; 0,00000000; 0,29211718; 0,11543614; 0,53474890; 
2016-07-25 08:11:14; 1,0975; 1,09771; 1,09736; 1,09769; 1,09713384; 1,09666321; 1,58327831; 1,88051763; 0,00000000; 85,45454545; 34,54545455; 0,00000000; 0,00000000; 0,25316822; 0,10004465; 0,52647092; 
2016-07-25 08:21:08; 1,09767; 1,09781; 1,09747; 1,09781; 1,09720279; 1,09666321; 1,93661088; 2,17470002; 0,00000000; 87,27272727; 34,54545455; 0,00000000; 0,00000000; 0,25862814; 0,08670537; 0,51617472; 
