Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-25 01:48:11; 1,09718; 1,09732; 1,09691; 1,09694; 1,09709918; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-25 01:58:00; 1,09695; 1,09725; 1,09691; 1,09701; 1,09714690; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,11555556; 0,00000000; 0,14285714; 
2016-07-25 02:08:00; 1,09702; 1,09716; 1,09678; 1,09684; 1,09709384; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,10014815; 0,04561404; 0,16958077; 
2016-07-25 02:18:01; 1,09685; 1,09695; 1,0966; 1,09685; 1,09701969; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,08679506; 0,10810359; 0,17739015; 
2016-07-25 02:28:08; 1,09684; 1,09695; 1,09668; 1,09672; 1,09700007; 1,09701022; -0,38713188; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,07522239; 0,09368978; 0,18519953; 
2016-07-25 02:38:02; 1,09674; 1,09699; 1,09665; 1,09697; 1,09697782; 1,09701022; -0,98248792; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,08087901; 0,08119781; 0,18534003; 
2016-07-25 02:48:00; 1,09696; 1,09696; 1,09658; 1,09681; 1,09693920; 1,09701022; -0,92596763; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,07009514; 0,09430306; 0,19585801; 
2016-07-25 02:58:00; 1,09683; 1,097; 1,09678; 1,09696; 1,09693129; 1,09701022; -0,55449401; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,08499155; 0,08172932; 0,19725565; 
2016-07-25 03:08:09; 1,09694; 1,09723; 1,09682; 1,09715; 1,09695982; 1,09701022; -0,35664143; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,14845609; 0,07083208; 0,22254006; 
2016-07-25 03:18:03; 1,09714; 1,09726; 1,09679; 1,0968; 1,09697270; 1,09697877; -0,06979404; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,12866194; 0,06138780; 0,24782448; 
