Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-25 01:37:19; 1,09718; 1,09732; 1,09695; 1,09706; 1,09712977; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-25 01:47:27; 1,09702; 1,09709; 1,09691; 1,09693; 1,09710022; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,11555556; 0,02962963; 0,11370262; 
2016-07-25 01:57:04; 1,09691; 1,09725; 1,09691; 1,09721; 1,09715175; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,16289325; 0,02567901; 0,16567748; 
2016-07-25 02:07:00; 1,09716; 1,09716; 1,09678; 1,09689; 1,09709955; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,14117415; 0,06256522; 0,19323683; 
2016-07-25 02:17:02; 1,0969; 1,09695; 1,0966; 1,09681; 1,09701984; 1,09702912; -0,45844695; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,12235093; 0,12279462; 0,19336611; 
2016-07-25 02:27:00; 1,09679; 1,09695; 1,09668; 1,09674; 1,09700110; 1,09702912; -0,41779954; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,10603747; 0,10642200; 0,19349539; 
2016-07-25 02:37:00; 1,09675; 1,09699; 1,09665; 1,09694; 1,09697738; 1,09702912; -0,98571577; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,10758542; 0,09223240; 0,19898360; 
2016-07-25 02:47:06; 1,09692; 1,09698; 1,09658; 1,09678; 1,09693877; 1,09702912; -0,86258811; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,09324069; 0,10326808; 0,20262844; 
2016-07-25 02:57:01; 1,09677; 1,097; 1,09677; 1,09694; 1,09692915; 1,09702912; -0,57281740; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,09240280; 0,08949901; 0,20376869; 
2016-07-25 03:07:08; 1,09698; 1,09723; 1,09682; 1,09717; 1,09695303; 1,09696442; -0,50747954; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,15487918; 0,07756580; 0,22752650; 
2016-07-25 03:17:00; 1,09718; 1,09726; 1,09682; 1,09683; 1,09697321; 1,09696442; -0,06197116; -0,93036461; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,14331953; 0,06722370; 0,25334266; 
2016-07-25 03:27:00; 1,09685; 1,09697; 1,09659; 1,09672; 1,09694654; 1,09696442; 0,07049248; -0,55793768; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,12421026; 0,13896229; 0,25734656; 
2016-07-25 03:37:03; 1,09671; 1,09673; 1,09606; 1,0961; 1,09688299; 1,09696442; -0,64170991; -1,49461615; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,10764889; 0,22590662; 0,28267062; 
2016-07-25 03:47:02; 1,09611; 1,09611; 1,0958; 1,09592; 1,09675209; 1,09696442; -2,09012360; -1,44572963; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,09329571; 0,30761370; 0,32085488; 
2016-07-25 03:57:00; 1,09594; 1,09623; 1,0959; 1,09595; 1,09665471; 1,09673784; -3,27549127; -1,50200712; 0,00000000; 0,00000000; 0,00000000; 110,00000000; 0,00000000; 0,12934113; 0,26659854; 0,27418791; 
2016-07-25 04:07:00; 1,09596; 1,09607; 1,09539; 1,09597; 1,09653509; 1,09673784; -3,81702504; -1,72927295; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,11209564; 0,33105207; 0,26720625; 
2016-07-25 04:17:00; 1,09599; 1,096; 1,09538; 1,09545; 1,09643539; 1,09673784; -3,29589850; -1,59636996; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,09714956; 0,28906233; 0,25072501; 
2016-07-25 04:27:00; 1,09544; 1,09561; 1,09519; 1,09534; 1,09635191; 1,09673784; -3,10715743; -1,82263452; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,08419628; 0,31083814; 0,26414615; 
2016-07-25 04:37:01; 1,09535; 1,09591; 1,09533; 1,0959; 1,09629075; 1,09673784; -3,83134183; -2,68816193; 0,00000000; 0,00000000; 0,00000000; 110,00000000; 0,00000000; 0,14193563; 0,26939306; 0,28615027; 
2016-07-25 04:47:00; 1,09589; 1,09602; 1,09565; 1,0957; 1,09622875; 1,09644596; -2,41965609; -2,28827388; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,16265052; 0,23347398; 0,29879177; 
2016-07-25 04:57:11; 1,09568; 1,09596; 1,09558; 1,09592; 1,09616826; 1,09644596; -3,05120578; -3,67768933; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,14096378; 0,22690552; 0,30999072; 
2016-07-25 05:07:06; 1,09592; 1,09624; 1,09591; 1,09619; 1,09613712; 1,09644596; -2,32525281; -3,50498663; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,23529992; 0,19665145; 0,31273689; 
2016-07-25 05:17:02; 1,09616; 1,09642; 1,09616; 1,09629; 1,09612284; 1,09644596; -1,27168682; -2,30280178; 0,00000000; 18,18181818; 0,00000000; 0,00000000; 60,00000000; 0,29623429; 0,17043126; 0,33085225; 
2016-07-25 05:27:07; 1,09624; 1,09648; 1,09622; 1,09632; 1,09611923; 1,09644596; -0,92464823; -2,13719174; 0,00000000; 34,54545455; 0,00000000; 0,00000000; 0,00000000; 0,28750562; 0,14770709; 0,33003865; 
