Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-25 01:44:25; 1,09718; 1,09732; 1,09694; 1,09702; 1,09710770; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-25 01:54:02; 1,09702; 1,09725; 1,09691; 1,09711; 1,09715115; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,11555556; 0,01176471; 0,12965679; 
2016-07-25 02:04:18; 1,0971; 1,09725; 1,09678; 1,09683; 1,09711783; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,10014815; 0,04707551; 0,15540607; 
2016-07-25 02:14:00; 1,0968; 1,09693; 1,0966; 1,0968; 1,09702815; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,08679506; 0,11352605; 0,16493754; 
2016-07-25 02:24:00; 1,09682; 1,09695; 1,09676; 1,09677; 1,09700880; 1,09701872; -0,38339935; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,08925747; 0,09838924; 0,16841359; 
2016-07-25 02:34:01; 1,09676; 1,09699; 1,09665; 1,09675; 1,09698394; 1,09701872; -0,88015066; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,07735648; 0,12840793; 0,18613547; 
2016-07-25 02:44:05; 1,09676; 1,09698; 1,09658; 1,09672; 1,09694677; 1,09701872; -0,90581320; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,06704228; 0,13462021; 0,21007148; 
2016-07-25 02:54:02; 1,09671; 1,09687; 1,09671; 1,09681; 1,09693183; 1,09701872; -0,43861070; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,05810331; 0,11667085; 0,23400749; 
2016-07-25 03:04:00; 1,0968; 1,09715; 1,09679; 1,09714; 1,09693466; 1,09701872; -0,94093491; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,15405991; 0,10111473; 0,24882792; 
2016-07-25 03:14:00; 1,09711; 1,09726; 1,09701; 1,09705; 1,09697411; 1,09698004; -0,10805524; 0,00000000; 0,00000000; 18,18181818; 0,00000000; 0,00000000; 60,00000000; 0,19218525; 0,08763277; 0,27551682; 
2016-07-25 03:24:04; 1,09704; 1,09707; 1,09659; 1,09665; 1,09695437; 1,09698004; 0,07064326; -0,57048539; 0,00000000; 16,36363636; 0,00000000; 0,00000000; 0,00000000; 0,16656055; 0,19261507; 0,28069823; 
2016-07-25 03:34:00; 1,09666; 1,09674; 1,09622; 1,09625; 1,09691529; 1,09698004; -0,24354431; -1,38973586; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,14435248; 0,26180485; 0,30135391; 
