Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-25 01:40:01; 1,09718; 1,09732; 1,09695; 1,097; 1,09711617; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-25 01:50:00; 1,09701; 1,09725; 1,09691; 1,09724; 1,09711941; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,11555556; 0,01568627; 0,12578258; 
2016-07-25 02:00:00; 1,09725; 1,09725; 1,09687; 1,09712; 1,09713967; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,10014815; 0,02762986; 0,16632069; 
2016-07-25 02:10:00; 1,09711; 1,09715; 1,09662; 1,09664; 1,09707902; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,08679506; 0,08683896; 0,16633874; 
2016-07-25 02:20:00; 1,09663; 1,09695; 1,0966; 1,09693; 1,09701545; 1,09702513; -0,38884805; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,07522239; 0,08287948; 0,16979813; 
2016-07-25 02:30:00; 1,09694; 1,09696; 1,09668; 1,09696; 1,09699483; 1,09702513; -0,69179254; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,06995464; 0,07182888; 0,17074235; 
2016-07-25 02:40:00; 1,09693; 1,09699; 1,09665; 1,09674; 1,09696877; 1,09702513; -1,17738858; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,06062735; 0,07401640; 0,17784524; 
2016-07-25 02:50:00; 1,09673; 1,09687; 1,09658; 1,09681; 1,09693516; 1,09702513; -0,72385398; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,05254371; 0,09633146; 0,19885409; 
2016-07-25 03:00:00; 1,0968; 1,097; 1,09678; 1,09686; 1,09692731; 1,09702513; -0,71231615; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,12432576; 0,08348726; 0,21289092; 
2016-07-25 03:10:00; 1,09684; 1,09725; 1,09683; 1,09724; 1,09696285; 1,09697198; -0,31215850; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,18711407; 0,07235563; 0,24448240; 
2016-07-25 03:20:00; 1,09723; 1,09726; 1,09678; 1,09691; 1,09696717; 1,09697198; -0,02130301; -0,79642680; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,16216553; 0,07659710; 0,27008117; 
2016-07-25 03:30:00; 1,0969; 1,09696; 1,09654; 1,09664; 1,09693609; 1,09697198; 0,00804288; -0,63214503; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,14054346; 0,14257463; 0,27059362; 
2016-07-25 03:40:01; 1,09663; 1,09666; 1,0958; 1,09585; 1,09683244; 1,09697198; -1,47542818; -1,91125086; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,12180433; 0,23829336; 0,29370026; 
