Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-18 11:06:02; 1,10517; 1,10544; 1,10503; 1,1054; 1,10523708; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-18 11:11:00; 1,10539; 1,1057; 1,10529; 1,10559; 1,10533662; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,20010840; 0,00000000; 0,14285714; 
2016-07-18 11:16:00; 1,1056; 1,1059; 1,10534; 1,10567; 1,10546286; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,22104633; 0,00000000; 0,21428571; 
2016-07-18 11:21:00; 1,1057; 1,10606; 1,10483; 1,1049; 1,10549285; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,19157348; 0,05528455; 0,25372103; 
2016-07-18 11:26:01; 1,10491; 1,10535; 1,10489; 1,10498; 1,10541322; 1,10541510; 0,45403822; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,16603035; 0,04791328; 0,29315634; 
2016-07-18 11:31:00; 1,10499; 1,10524; 1,10484; 1,10508; 1,10534811; 1,10541510; 0,03031480; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,14389297; 0,05819151; 0,32344829; 
2016-07-18 11:36:00; 1,10507; 1,10565; 1,10505; 1,10558; 1,10534952; 1,10541510; -0,31194726; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,21581835; 0,05043264; 0,36781719; 
2016-07-18 11:41:01; 1,10556; 1,10585; 1,10535; 1,10568; 1,10537733; 1,10541510; -0,32083923; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,24037591; 0,04370829; 0,41726622; 
2016-07-18 11:46:00; 1,10567; 1,10568; 1,10532; 1,10549; 1,10539030; 1,10541510; -0,05922187; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,20832579; 0,04899163; 0,46149569; 
2016-07-18 11:51:00; 1,1055; 1,10592; 1,10538; 1,10581; 1,10540934; 1,10540459; 0,16010846; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,23980827; 0,04245941; 0,51143533; 
