Time; CSin; CSmax; CSmin; CSout; MA1-20; MA2-20; MAmomentum1-1;MAmomentum1-2; MAmomentum2-2; MABSig1; MABSig2; Trade; DMSSignal; +DI; -DI; ADXI; 
2016-07-18 11:11:00; 1,10517; 1,1057; 1,10503; 1,10559; 1,10533432; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13333333; 0,00000000; 0,07142857; 
2016-07-18 11:21:00; 1,1056; 1,10606; 1,10483; 1,1049; 1,10548959; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,15457995; 0,00000000; 0,14285714; 
2016-07-18 11:31:00; 1,10491; 1,10535; 1,10484; 1,10508; 1,10535288; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,13396929; 0,00000000; 0,21428571; 
2016-07-18 11:41:01; 1,10507; 1,10585; 1,10505; 1,10568; 1,10537861; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,19944005; 0,00000000; 0,28571429; 
2016-07-18 11:51:00; 1,10567; 1,10592; 1,10532; 1,10581; 1,10540641; 1,10540489; 0,18851547; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,18840360; 0,00000000; 0,35714286; 
2016-07-18 12:01:12; 1,1058; 1,10609; 1,10486; 1,10527; 1,10540200; 1,10540489; -0,22515810; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,16328312; 0,04986450; 0,39515093; 
2016-07-18 12:11:00; 1,10528; 1,10568; 1,10508; 1,10568; 1,10539747; 1,10540489; 0,11819507; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,14151204; 0,04321590; 0,43315900; 
2016-07-18 12:21:01; 1,10567; 1,10573; 1,10496; 1,10496; 1,10540034; 1,10540489; 0,05964698; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,12264376; 0,05823300; 0,45859493; 
2016-07-18 12:31:00; 1,10495; 1,10548; 1,10475; 1,10476; 1,10536676; 1,10540489; -0,10389157; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 60,00000000; 0,10629126; 0,08882476; 0,46498911; 
2016-07-18 12:41:10; 1,10476; 1,10504; 1,10446; 1,10493; 1,10527683; 1,10530219; -0,33074793; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,09211909; 0,14364813; 0,48060047; 
2016-07-18 12:51:00; 1,10492; 1,10492; 1,10415; 1,10432; 1,10515934; 1,10530219; -0,63825153; -0,18759079; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,07983655; 0,17748650; 0,50770646; 
2016-07-18 13:01:01; 1,10433; 1,10492; 1,10372; 1,10431; 1,10502756; 1,10530219; -0,93343234; -0,46275911; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,06919167; 0,20159941; 0,54263263; 
2016-07-18 13:11:00; 1,10431; 1,10447; 1,10374; 1,10389; 1,10491017; 1,10530219; -1,20583838; -0,46767663; 0,00000000; 0,00000000; 0,00000000; 110,00000000; 0,00000000; 0,05996612; 0,17471949; 0,57755880; 
2016-07-18 13:21:00; 1,1039; 1,10452; 1,10387; 1,10441; 1,10484362; 1,10530219; -1,13877286; -0,56252750; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,06222705; 0,15142356; 0,60737935; 
