Time; CSin; CSmax; CSmin; CSout; MA20; MA60; TR; ATR10; +DM; -DM; +DI10; -DI10; DXI; ADXi; Vol;  TS; DMS_TS; MACD; MACDsig; MACDDiff; MABsig; MASsig; MABsig5; MASsig5; MAmomentum;MAmomAVG; LocMax; LocMin
2016-06-23 10:15:00; 1,13359; 1,13359; 1,13342; 1,13343; 1,13348160; 1,13348160; 1,13359000; 0,15114533; 1,13359000; 0,00000000; 0,13333333; 0,00000000; 1,00000000; 0,07142857; 3,33333333; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 566,74080000; 103,04378182; 0,00000000; 0,00000000; 
2016-06-23 10:16:05; 1,13343; 1,13353; 1,13327; 1,13339; 1,13342356; 1,13342397; 0,00026000; 0,14038390; 0,00000000; 0,00015000; 0,11555556; 0,07692308; 0,20071048; 0,08576503; 15,76190476; 0,00000000; 0,00000000; -0,00000055; -0,00000011; -0,00000044; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 515,19252823; 170,31550401; 0,00000000; 0,00000000; 
2016-06-23 10:17:00; 1,13338; 1,13349; 1,13336; 1,13349; 1,13342564; 1,13342587; 0,00013000; 0,12960267; 0,00000000; 0,00000000; 0,10014815; 0,06666667; 0,20071048; 0,10010150; 22,48571429; 0,00000000; 0,00000000; -0,00000033; -0,00000016; -0,00000016; 0,00000000; 0,00000000; 0,00000000; 0,00000000; 629,68090894; 284,80294200; 0,00000000; 1,13327000; 
2016-06-23 10:18:01; 1,13347; 1,13359; 1,13345; 1,13359; 1,13344615; 1,13344535; 0,00014000; 0,11882152; 0,00010000; 0,00000000; 0,18203316; 0,05777778; 0,51813892; 0,13711142; 27,44761905; 0,00000000; 0,00000000; 0,00000117; 0,00000009; 0,00000108; 18,18181818; 0,00000000; 0,00000000; 0,00000000; 515,20279498; 284,32644456; 0,00000000; 1,13327000; 
2016-06-23 10:19:00; 1,1336; 1,1337; 1,13352; 1,13363; 1,13349200; 1,13348845; 0,00018000; 0,10804438; 0,00011000; 0,00000000; 0,23924355; 0,05007407; 0,65384705; 0,18381478; 34,73333333; 0,00000000; 0,00000000; 0,00000535; 0,00000115; 0,00000420; 34,54545455; 0,00000000; 0,00000000; 0,00000000; 629,71777635; 398,82058571; 0,00000000; 1,13327000; 
2016-06-23 10:20:00; 1,13362; 1,13372; 1,1336; 1,13372; 1,13352517; 1,13351931; 0,00012000; 0,09725752; 0,00002000; 0,00000000; 0,22956663; 0,04339753; 0,68202763; 0,23253104; 39,87619048; 0,00000000; 0,00000000; 0,00000916; 0,00000286; 0,00000630; 49,09090909; 0,00000000; 0,00000000; 0,00000000; 515,23871407; 360,65883597; 0,00000000; 1,13327000; 
2016-06-23 10:21:03; 1,13373; 1,134; 1,13363; 1,13398; 1,13357653; 1,13356634; 0,00037000; 0,08650286; 0,00028000; 0,00000000; 0,29985865; 0,03761119; 0,77709894; 0,28803811; 46,18095238; 0,00000000; 0,00000000; 0,00001644; 0,00000582; 0,00001062; 61,81818182; 0,00000000; 0,00000000; 0,00000000; 566,78826642; 427,64536445; 0,00000000; 1,13327000; 
2016-06-23 10:22:00; 1,13399; 1,13403; 1,13384; 1,13387; 1,13364304; 1,13362640; 0,00019000; 0,07572067; 0,00003000; 0,00000000; 0,28093013; 0,03259637; 0,79206626; 0,34461427; 52,59047619; 0,00000000; 0,00000000; 0,00002774; 0,00001067; 0,00001707; 72,72727273; 0,00000000; 0,00000000; 0,00000000; 708,52690176; 566,18765032; 0,00000000; 1,13327000; 
2016-06-23 10:23:00; 1,13388; 1,13393; 1,13385; 1,13391; 1,13367922; 1,13365883; 0,00008000; 0,06492200; 0,00000000; 0,00000000; 0,24347278; 0,02825019; 0,79206626; 0,40119043; 56,64761905; 0,00000000; 0,00000000; 0,00003546; 0,00001645; 0,00001901; 81,81818182; 0,00000000; 0,00000000; 0,00000000; 566,83960783; 473,65729982; 1,13403000; 1,13327000; 
2016-06-23 10:24:01; 1,13391; 1,13402; 1,13366; 1,13366; 1,13370192; 1,13367836; 0,00036000; 0,05415990; 0,00000000; 0,00019000; 0,21100974; 0,09485386; 0,37976364; 0,42831641; 57,53333333; 0,00000000; 0,00000000; 0,00004342; 0,00002304; 0,00002038; 70,90909091; 0,00000000; 0,00000000; 0,00000000; 515,31905400; 446,00145596; 1,13403000; 1,13327000; 
2016-06-23 10:25:01; 1,13367; 1,13369; 1,13351; 1,13359; 1,13369110; 1,13367036; 0,00018000; 0,04337038; 0,00000000; 0,00015000; 0,18287511; 0,19331779; 0,02775886; 0,43029918; 60,09523810; 0,00000000; 0,00000000; 0,00004018; 0,00002801; 0,00001217; 60,00000000; 0,00000000; 0,00000000; 0,00000000; 0,10475040; 504,46413771; -0,00001000; 1,13327000; 
2016-06-23 10:26:01; 1,1336; 1,13369; 1,13348; 1,13367; 1,13368345; 1,13366431; 0,00021000; 0,03258314; 0,00000000; 0,00003000; 0,15849176; 0,18658971; 0,08142409; 0,43611519; 59,51428571; 0,00000000; 0,00000000; 0,00003976; 0,00003200; 0,00000777; 49,09090909; 0,00000000; 0,00000000; 0,00000000; 0,14437986; 573,11724094; -0,00001000; 1,13327000; 
2016-06-23 10:27:00; 1,13364; 1,13378; 1,13359; 1,13373; 1,13368542; 1,13366521; 0,00019000; 0,02179124; 0,00009000; 0,00000000; 0,20051742; 0,16171108; 0,10713221; 0,44376749; 55,70476190; 0,00000000; 80,00000000; 0,00004637; 0,00003641; 0,00000996; 38,18181818; 0,00000000; 0,00000000; 0,00000000; 0,14432349; 583,42778485; -0,00001000; 0,00021000; 
2016-06-23 10:28:00; 1,13374; 1,13402; 1,13374; 1,13398; 1,13370242; 1,13367758; 0,00029000; 0,01101086; 0,00024000; 0,00000000; 0,28412659; 0,14014960; 0,33934732; 0,46800658; 53,80000000; 0,00000000; 0,00000000; 0,00006080; 0,00004271; 0,00001809; 45,45454545; 0,00000000; 0,00000000; 0,00000000; 0,11648829; 484,25351078; -0,00001000; 0,00021000; 
2016-06-23 10:29:05; 1,13397; 1,13397; 1,13382; 1,13384; 1,13372157; 1,13369111; 0,00016000; 0,00021038; 0,00000000; 0,00000000; 0,24624305; 0,12146299; 0,33934732; 0,42081711; 52,18095238; 0,00000000; 0,00000000; 0,00007104; 0,00004982; 0,00002122; 52,72727273; 0,00000000; 0,00000000; 0,00000000; 0,11478667; 538,89375704; 0,00000000; 0,00021000; 
2016-06-23 10:30:00; 1,13383; 1,13383; 1,13338; 1,1334; 1,13371468; 1,13368621; 0,00046000; 0,00024448; 0,00000000; 0,00044000; 0,21341064; 0,23280416; 0,04346229; 0,40958509; 50,63809524; 0,00000000; 0,00000000; 0,00005711; 0,00005277; 0,00000434; 41,81818182; 0,00000000; 0,00000000; 0,00000000; 0,04119836; 236,51219355; 0,00000000; 0,00021000; 
2016-06-23 10:31:00; 1,13335; 1,13378; 1,13332; 1,13349; 1,13369763; 1,13367514; 0,00046000; 0,00027667; 0,00000000; 0,00006000; 0,18495589; 0,21915491; 0,08462782; 0,40129347; 51,95238095; 0,00000000; 0,00000000; 0,00002944; 0,00004928; -0,00001984; 32,72727273; 0,00000000; 0,00000000; 0,00000000; 0,06727436; 609,04040739; 0,00000000; 0,00021000; 
2016-06-23 10:32:03; 1,13352; 1,13368; 1,13346; 1,13368; 1,13368512; 1,13366694; 0,00022000; 0,00027371; 0,00000000; 0,00000000; 0,16029510; 0,18993425; 0,08462782; 0,37032840; 51,74285714; 0,00000000; 0,00000000; 0,00000573; 0,00004101; -0,00003528; 25,45454545; 0,00000000; 0,00000000; 0,00000000; 0,02337890; 612,81943683; 0,00000000; -0,00016000; 
2016-06-23 10:33:00; 1,13366; 1,13373; 1,13313; 1,13314; 1,13365193; 1,13364629; 0,00060000; 0,00032067; 0,00000000; 0,00033000; 0,13892242; 0,23794302; 0,26274788; 0,34239274; 57,09523810; 0,00000000; 0,00000000; -0,00003215; 0,00002583; -0,00005799; 20,00000000; 0,00000000; 0,00000000; 0,00000000; -0,01137082; 461,93101243; 0,00000000; -0,00016000; 
2016-06-23 10:34:00; 1,13314; 1,13337; 1,13297; 1,13307; 1,13354550; 1,13357732; 0,00040000; 0,00033695; 0,00000000; 0,00016000; 0,12039943; 0,25955062; 0,36623546; 0,31983616; 69,27619048; 0,00000000; 0,00000000; -0,00010245; -0,00000173; -0,00010072; 0,00000000; 18,18181818; 0,00000000; 0,00000000; -0,08689987; 618,42428619; -0,00029000; -0,00016000; 
2016-06-23 10:35:00; 1,13306; 1,1333; 1,13289; 1,1329; 1,13346599; 1,13352408; 0,00041000; 0,00035190; 0,00000000; 0,00008000; 0,10434618; 0,25096013; 0,41264101; 0,29380345; 78,47619048; 0,00000000; 0,00000000; -0,00013469; -0,00003257; -0,00010212; 0,00000000; 34,54545455; 0,00000000; 0,00000000; -0,14069231; 569,22967173; -0,00029000; -0,00016000; 
2016-06-23 10:36:00; 1,13291; 1,13298; 1,13288; 1,13291; 1,13337687; 1,13346473; 0,00010000; 0,00032514; 0,00000000; 0,00001000; 0,09043335; 0,23083211; 0,43701790; 0,26844285; 86,30476190; 0,00000000; 0,00000000; -0,00016321; -0,00006524; -0,00009797; 0,00000000; 49,09090909; 0,00000000; 0,00000000; -0,15328760; 372,58244955; -0,00029000; -0,00016000; 
2016-06-23 10:37:04; 1,1329; 1,13309; 1,13287; 1,13288; 1,13331082; 1,13342071; 0,00022000; 0,00031524; 0,00011000; 0,00000000; 0,14504224; 0,20005450; 0,15941112; 0,22325320; 92,60952381; 0,00000000; 0,00000000; -0,00017449; -0,00009551; -0,00007899; 0,00000000; 61,81818182; 0,00000000; 0,00000000; -0,18729740; 304,82974849; -0,00029000; -0,00016000; 
2016-06-23 10:38:00; 1,13289; 1,13294; 1,13277; 1,13289; 1,13325479; 1,13338569; 0,00017000; 0,00029733; 0,00000000; 0,00010000; 0,12570327; 0,25181194; 0,33404922; 0,21998788; 94,68571429; 0,00000000; 0,00000000; -0,00018479; -0,00012261; -0,00006218; 0,00000000; 72,72727273; 0,00000000; 0,00000000; -0,20346911; 226,71705608; -0,00064000; -0,00016000; 
2016-06-23 10:39:00; 1,13289; 1,13291; 1,13276; 1,13283; 1,13318773; 1,13334163; 0,00015000; 0,00027857; 0,00000000; 0,00001000; 0,10894284; 0,22712590; 0,35166336; 0,24312392; 100,21904762; 0,00000000; 0,00000000; -0,00019286; -0,00014563; -0,00004722; 0,00000000; 81,81818182; 0,00000000; 18,18181818; -0,29657883; 226,68632189; -0,00064000; -0,00016000; 
2016-06-23 10:40:00; 1,13279; 1,13322; 1,13279; 1,133; 1,13315490; 1,13331809; 0,00043000; 0,00029743; 0,00031000; 0,00000000; 0,19054116; 0,19684245; 0,01626628; 0,23846979; 104,95238095; 0,00000000; 0,00000000; -0,00018388; -0,00016131; -0,00002257; 0,00000000; 89,09090909; 0,00000000; 18,18181818; -0,31099303; 185,43322548; -0,00064000; -0,00056000; 
2016-06-23 10:41:02; 1,13301; 1,13306; 1,13278; 1,13278; 1,13311603; 1,13329332; 0,00028000; 0,00029419; 0,00000000; 0,00001000; 0,16513567; 0,17535869; 0,03002406; 0,23296206; 105,79047619; 0,00000000; 0,00000000; -0,00018339; -0,00017215; -0,00001124; 0,00000000; 94,54545455; 0,00000000; 18,18181818; -0,32310799; 151,67157837; 0,00013000; -0,00056000; 
2016-06-23 10:42:02; 1,13277; 1,13285; 1,13257; 1,13278; 1,13304939; 1,13324633; 0,00028000; 0,00029010; 0,00000000; 0,00021000; 0,14311758; 0,25197753; 0,27552847; 0,22840357; 112,62857143; 0,00000000; 0,00000000; -0,00018766; -0,00017964; -0,00000802; 0,00000000; 98,18181818; 0,00000000; 18,18181818; -0,39733217; 139,53933356; 0,00013000; -0,00056000; 
2016-06-23 10:43:00; 1,13279; 1,13283; 1,13264; 1,13283; 1,13301459; 1,13322409; 0,00019000; 0,00027410; 0,00000000; 0,00000000; 0,12403524; 0,21838053; 0,27552847; 0,22384508; 109,54285714; 0,00000000; 0,00000000; -0,00018975; -0,00018409; -0,00000566; 0,00000000; 100,00000000; 0,00000000; 18,18181818; -0,28969635; 82,97674212; 0,00013000; -0,00019000; 
2016-06-23 10:44:06; 1,13282; 1,13294; 1,13281; 1,13292; 1,13299510; 1,13321223; 0,00013000; 0,00024981; 0,00011000; 0,00000000; 0,22031772; 0,18926312; 0,07582042; 0,22615638; 103,35238095; 0,00000000; 80,00000000; -0,00018649; -0,00018595; -0,00000054; 0,00000000; 100,00000000; 0,00000000; 34,54545455; -0,27519940; 74,61481168; 0,00013000; -0,00019000; 
2016-06-23 10:45:04; 1,13291; 1,13304; 1,13289; 1,133; 1,13298387; 1,13320093; 0,00015000; 0,00023133; 0,00010000; 0,00000000; 0,27983091; 0,16402804; 0,26090015; 0,23874726; 101,07619048; 0,00000000; 0,00000000; -0,00016969; -0,00018330; 0,00001361; 0,00000000; 100,00000000; 0,00000000; 34,54545455; -0,21914833; 55,44017116; 0,00013000; -0,00019000; 
2016-06-23 10:46:00; 1,13301; 1,13343; 1,13293; 1,1332; 1,13300034; 1,13320148; 0,00050000; 0,00026248; 0,00039000; 0,00000000; 0,34652012; 0,14215764; 0,41819478; 0,26257347; 101,66666667; 0,00000000; 0,00000000; -0,00012361; -0,00017129; 0,00004767; 0,00000000; 81,81818182; 0,00000000; 34,54545455; -0,18826614; 49,83405337; 0,00013000; -0,00019000; 
2016-06-23 10:47:00; 1,13319; 1,13322; 1,1331; 1,13318; 1,13300452; 1,13319787; 0,00012000; 0,00024029; 0,00000000; 0,00000000; 0,30031744; 0,12320328; 0,41819478; 0,27367682; 98,93333333; 0,00000000; 0,00000000; -0,00008975; -0,00015364; 0,00006389; 18,18181818; 0,00000000; 0,00000000; 34,54545455; -0,17016882; 45,23490723; 0,00021000; -0,00019000; 
2016-06-23 10:48:00; 1,13319; 1,13324; 1,13317; 1,13321; 1,13300769; 1,13319715; 0,00007000; 0,00021600; 0,00002000; 0,00000000; 0,29837035; 0,10677618; 0,47290093; 0,28129578; 91,47619048; 0,00000000; 0,00000000; -0,00005850; -0,00013185; 0,00007334; 34,54545455; 0,00000000; 0,00000000; 34,54545455; -0,12355183; 33,24618299; 0,00021000; -0,00019000; 
2016-06-23 10:49:01; 1,13322; 1,13336; 1,13316; 1,13335; 1,13301790; 1,13319735; 0,00020000; 0,00021219; 0,00012000; 0,00000000; 0,33858764; 0,09253936; 0,57070953; 0,29258639; 87,47619048; 0,00000000; 0,00000000; -0,00002155; -0,00010565; 0,00008410; 49,09090909; 0,00000000; 0,00000000; 30,90909091; -0,09435129; 30,15272451; 0,00021000; -0,00019000; 
2016-06-23 10:50:02; 1,13338; 1,13339; 1,13307; 1,13307; 1,13302627; 1,13319604; 0,00032000; 0,00022638; 0,00000000; 0,00009000; 0,29344262; 0,11770077; 0,42744660; 0,29190273; 83,80000000; 0,00000000; 0,00000000; 0,00001027; -0,00007670; 0,00008697; 43,63636364; 0,00000000; 0,00000000; 30,90909091; -0,08038939; 27,67598387; 0,00021000; -0,00019000; 
2016-06-23 10:51:02; 1,13303; 1,13304; 1,13282; 1,1329; 1,13301597; 1,13318583; 0,00025000; 0,00022914; 0,00000000; 0,00025000; 0,25431694; 0,23534067; 0,03875415; 0,28328437; 80,80952381; 0,00000000; 0,00000000; 0,00001851; -0,00005040; 0,00006892; 0,00000000; 18,18181818; 0,00000000; 30,90909091; -0,04169461; 15,04435019; -0,00004000; -0,00019000; 
2016-06-23 10:52:02; 1,13289; 1,133; 1,13286; 1,13296; 1,13300690; 1,13317604; 0,00014000; 0,00021695; 0,00000000; 0,00000000; 0,22040801; 0,20396192; 0,03875415; 0,26219187; 77,88571429; 0,00000000; 0,00000000; 0,00002196; -0,00002800; 0,00004996; 0,00000000; 34,54545455; 0,00000000; 30,90909091; -0,02360734; 16,34351084; -0,00004000; 0,00025000; 
2016-06-23 10:53:00; 1,13295; 1,13297; 1,13269; 1,13278; 1,13299128; 1,13316357; 0,00028000; 0,00022371; 0,00000000; 0,00017000; 0,19102028; 0,25771937; 0,14863651; 0,24768995; 74,79047619; 0,00000000; 0,00000000; 0,00001671; -0,00001135; 0,00002806; 0,00000000; 49,09090909; 0,00000000; 30,90909091; -0,01165892; 11,97470800; -0,00004000; 0,00025000; 
2016-06-23 10:54:00; 1,1328; 1,13289; 1,1328; 1,13289; 1,13298143; 1,13315314; 0,00011000; 0,00020657; 0,00000000; 0,00000000; 0,16555091; 0,22335679; 0,14863651; 0,25714497; 71,69523810; 0,00000000; 0,00000000; 0,00001378; 0,00000020; 0,00001358; 0,00000000; 61,81818182; 0,00000000; 27,27272727; -0,00759718; 10,82912104; -0,00004000; -0,00013000; 
2016-06-23 10:55:11; 1,1329; 1,13301; 1,13289; 1,1329; 1,13298101; 1,13314769; 0,00012000; 0,00019381; 0,00012000; 0,00000000; 0,27681079; 0,19357589; 0,17694996; 0,26763967; 66,21904762; 0,00000000; 80,00000000; 0,00001255; 0,00000742; 0,00000512; 0,00000000; 72,72727273; 0,00000000; 27,27272727; -0,00130018; 7,20916477; -0,00004000; -0,00013000; 
2016-06-23 10:56:06; 1,13288; 1,13301; 1,13288; 1,13301; 1,13298321; 1,13314257; 0,00013000; 0,00018390; 0,00000000; 0,00001000; 0,23990268; 0,17802218; 0,14806610; 0,25853522; 61,54285714; 0,00000000; 0,00000000; 0,00000677; 0,00001047; -0,00000370; 0,00000000; 63,63636364; 0,00000000; 27,27272727; -0,01070571; 8,06557611; -0,00004000; -0,00013000; 
2016-06-23 10:57:00; 1,133; 1,13304; 1,13285; 1,13285; 1,13298580; 1,13313778; 0,00019000; 0,00018343; 0,00000000; 0,00003000; 0,20791566; 0,17533852; 0,08500139; 0,24492614; 57,59047619; 0,00000000; 0,00000000; -0,00000210; 0,00000959; -0,00001169; 0,00000000; 54,54545455; 0,00000000; 27,27272727; -0,01040187; 5,83304250; -0,00004000; -0,00013000; 
2016-06-23 10:58:00; 1,1328; 1,1328; 1,13248; 1,13252; 1,13295854; 1,13312241; 0,00037000; 0,00020695; 0,00000000; 0,00037000; 0,18019357; 0,28529338; 0,22578466; 0,25563787; 56,14285714; 0,00000000; 0,00000000; -0,00004953; -0,00000202; -0,00004751; 0,00000000; 63,63636364; 0,00000000; 27,27272727; -0,02457570; 4,26830811; -0,00035000; -0,00013000; 
2016-06-23 10:59:01; 1,1325; 1,13251; 1,13227; 1,13228; 1,13288199; 1,13308917; 0,00025000; 0,00021219; 0,00000000; 0,00021000; 0,15616776; 0,35925427; 0,39401984; 0,26514642; 59,24761905; 0,00000000; 0,00000000; -0,00013300; -0,00002971; -0,00010329; 0,00000000; 70,90909091; 0,00000000; 41,81818182; -0,06177795; 3,14950654; -0,00035000; -0,00013000; 
2016-06-23 11:00:00; 1,13229; 1,1323; 1,13173; 1,13189; 1,13276441; 1,13304293; 0,00057000; 0,00025914; 0,00000000; 0,00054000; 0,13534539; 0,43766949; 0,52760252; 0,27296126; 61,93333333; 0,00000000; 0,00000000; -0,00023415; -0,00007444; -0,00015970; 0,00000000; 76,36363636; 0,00000000; 41,81818182; -0,09352300; 1,99932645; -0,00035000; -0,00013000; 
2016-06-23 11:01:00; 1,13188; 1,13232; 1,13188; 1,13227; 1,13263993; 1,13298364; 0,00044000; 0,00028810; 0,00002000; 0,00000000; 0,12335995; 0,37931355; 0,50918461; 0,27946053; 72,71428571; 0,00000000; 0,00000000; -0,00028480; -0,00012369; -0,00016111; 0,00000000; 80,00000000; 0,00000000; 41,81818182; -0,18801594; 2,24685585; -0,00035000; -0,00096000; 
2016-06-23 11:02:00; 1,13228; 1,13234; 1,13196; 1,13196; 1,13256280; 1,13294388; 0,00038000; 0,00030600; 0,00002000; 0,00000000; 0,11392950; 0,32873841; 0,48525974; 0,28034331; 77,22857143; 0,00000000; 0,00000000; -0,00029980; -0,00016912; -0,00013068; 0,00000000; 83,63636364; 0,00000000; 41,81818182; -0,22204970; 1,79410091; -0,00035000; -0,00096000; 
2016-06-23 11:03:00; 1,13198; 1,13203; 1,13189; 1,132; 1,13247591; 1,13290079; 0,00014000; 0,00028895; 0,00000000; 0,00007000; 0,09873890; 0,35157329; 0,56146469; 0,27968296; 80,34285714; 0,00000000; 0,00000000; -0,00031591; -0,00021074; -0,00010516; 0,00000000; 87,27272727; 0,00000000; 41,81818182; -0,32210511; 1,77366161; -0,00070000; -0,00096000; 
2016-06-23 11:04:00; 1,13202; 1,13232; 1,13193; 1,13223; 1,13240994; 1,13286425; 0,00039000; 0,00030581; 0,00029000; 0,00000000; 0,18471901; 0,30469685; 0,24514498; 0,26666142; 82,97142857; 0,00000000; 0,00000000; -0,00031167; -0,00024419; -0,00006748; 0,00000000; 90,90909091; 0,00000000; 54,54545455; -0,23811918; 0,92312141; -0,00070000; 0,00016000; 
2016-06-23 11:05:00; 1,13224; 1,13229; 1,13198; 1,13204; 1,13235729; 1,13282965; 0,00031000; 0,00031133; 0,00000000; 0,00000000; 0,16008981; 0,26407061; 0,24514498; 0,28140362; 86,71428571; 0,00000000; 0,00000000; -0,00029021; -0,00026614; -0,00002407; 0,00000000; 94,54545455; 0,00000000; 54,54545455; -0,25988349; 0,70781292; -0,00002000; 0,00016000; 
2016-06-23 11:06:01; 1,13203; 1,13228; 1,13203; 1,13219; 1,13231044; 1,13279164; 0,00025000; 0,00030829; 0,00000000; 0,00000000; 0,13874450; 0,22886119; 0,24514498; 0,29614582; 93,08571429; 0,00000000; 0,00000000; -0,00025864; -0,00027517; 0,00001653; 0,00000000; 98,18181818; 0,00000000; 54,54545455; -0,28032140; 0,52685447; -0,00002000; 0,00016000; 
2016-06-23 11:07:00; 1,13218; 1,13225; 1,132; 1,13202; 1,13227618; 1,13276528; 0,00025000; 0,00030419; 0,00000000; 0,00003000; 0,12024523; 0,21434637; 0,28124176; 0,30561762; 92,91428571; 0,00000000; 0,00000000; -0,00023875; -0,00027453; 0,00003578; 0,00000000; 100,00000000; 0,00000000; 54,54545455; -0,32255460; 0,41005659; -0,00002000; 0,00016000; 
2016-06-23 11:08:00; 1,13201; 1,13203; 1,13186; 1,13195; 1,13222417; 1,13272771; 0,00017000; 0,00028971; 0,00000000; 0,00014000; 0,10421254; 0,29557077; 0,47865489; 0,32919037; 94,86666667; 0,00000000; 0,00000000; -0,00022703; -0,00026734; 0,00004031; 0,00000000; 100,00000000; 0,00000000; 54,54545455; -0,36718404; 0,29782189; -0,00002000; 0,00016000; 
2016-06-23 11:09:00; 1,13193; 1,13197; 1,13179; 1,13196; 1,13218930; 1,13270553; 0,00018000; 0,00027600; 0,00000000; 0,00007000; 0,09031753; 0,30801319; 0,54651988; 0,35558822; 89,94285714; 0,00000000; 0,00000000; -0,00021835; -0,00025632; 0,00003797; 0,00000000; 100,00000000; 0,00000000; 65,45454545; -0,43293029; 0,21043148; -0,00002000; 0,00016000; 
2016-06-23 11:10:00; 1,13194; 1,13217; 1,13188; 1,13217; 1,13215532; 1,13267136; 0,00029000; 0,00027638; 0,00020000; 0,00000000; 0,17022922; 0,26694476; 0,22122896; 0,36081414; 92,00000000; 0,00000000; 0,00000000; -0,00019471; -0,00024092; 0,00004621; 0,00000000; 100,00000000; 0,00000000; 65,45454545; -0,27685618; 0,05323625; -0,00002000; -0,00010000; 
2016-06-23 11:11:02; 1,13218; 1,13232; 1,13212; 1,13213; 1,13214989; 1,13264682; 0,00020000; 0,00026324; 0,00015000; 0,00000000; 0,24753199; 0,23135213; 0,03378659; 0,35715594; 93,35238095; 0,00000000; 80,00000000; -0,00015349; -0,00021929; 0,00006580; 0,00000000; 81,81818182; 0,00000000; 65,45454545; -0,24502398; -0,03082190; -0,00002000; -0,00010000; 
2016-06-23 11:12:00; 1,13212; 1,13214; 1,13162; 1,13173; 1,13211997; 1,13261059; 0,00052000; 0,00029267; 0,00000000; 0,00050000; 0,21452772; 0,32871031; 0,21018886; 0,35604195; 95,72380952; 0,00000000; 0,00000000; -0,00013231; -0,00019667; 0,00006436; 0,00000000; 83,63636364; 0,00000000; 65,45454545; -0,22141496; -0,10584786; 0,00000000; -0,00010000; 
2016-06-23 11:13:01; 1,13169; 1,132; 1,13169; 1,13189; 1,13209303; 1,13258038; 0,00031000; 0,00029267; 0,00000000; 0,00000000; 0,18592403; 0,28488226; 0,21018886; 0,34291117; 93,68571429; 0,00000000; 0,00000000; -0,00012237; -0,00017614; 0,00005377; 0,00000000; 85,45454545; 0,00000000; 65,45454545; -0,23929767; -0,21032672; 0,00000000; -0,00017000; 
2016-06-23 11:14:01; 1,13189; 1,13203; 1,13184; 1,13187; 1,13207065; 1,13255269; 0,00019000; 0,00027610; 0,00003000; 0,00000000; 0,18218679; 0,24689796; 0,15081211; 0,31599756; 90,63809524; 0,00000000; 0,00000000; -0,00011326; -0,00015799; 0,00004473; 0,00000000; 87,27272727; 0,00000000; 74,54545455; -0,15422360; -0,20042400; 0,00000000; -0,00017000; 
2016-06-23 11:15:00; 1,13188; 1,13205; 1,13188; 1,13201; 1,13205545; 1,13252818; 0,00018000; 0,00026181; 0,00002000; 0,00000000; 0,17271003; 0,21397823; 0,10672215; 0,28725025; 86,76190476; 0,00000000; 0,00000000; -0,00010135; -0,00014139; 0,00004005; 0,00000000; 89,09090909; 0,00000000; 74,54545455; -0,13719871; -0,24047563; 0,00000000; -0,00017000; 
2016-06-23 11:16:00; 1,13202; 1,13225; 1,13194; 1,1321; 1,13205632; 1,13250237; 0,00031000; 0,00026733; 0,00020000; 0,00000000; 0,23570353; 0,18544780; 0,11932938; 0,26111236; 88,68571429; 0,00000000; 80,00000000; -0,00007617; -0,00012326; 0,00004709; 0,00000000; 72,72727273; 0,00000000; 74,54545455; -0,12706041; -0,30069099; 0,00000000; -0,00017000; 
2016-06-23 11:17:00; 1,13211; 1,13225; 1,13198; 1,13225; 1,13205424; 1,13248282; 0,00027000; 0,00026819; 0,00000000; 0,00000000; 0,20427639; 0,16072143; 0,11932938; 0,22953127; 85,23809524; 0,00000000; 0,00000000; -0,00006193; -0,00010589; 0,00004396; 0,00000000; 58,18181818; 0,00000000; 74,54545455; -0,13870949; -0,41338344; 0,00000000; -0,00017000; 
2016-06-23 11:18:04; 1,13228; 1,13248; 1,13224; 1,13231; 1,13207953; 1,13246751; 0,00024000; 0,00026381; 0,00023000; 0,00000000; 0,30481732; 0,13929191; 0,37271330; 0,23864329; 86,60000000; 0,00000000; 0,00000000; -0,00002298; -0,00008440; 0,00006142; 18,18181818; 0,00000000; 0,00000000; 74,54545455; -0,07231732; -0,35048759; 0,00000000; -0,00017000; 
2016-06-23 11:19:00; 1,1323; 1,13249; 1,13204; 1,13249; 1,13210373; 1,13244680; 0,00045000; 0,00028886; 0,00000000; 0,00020000; 0,26417501; 0,17997891; 0,18956514; 0,23467330; 93,62857143; 0,00000000; 0,00000000; 0,00000909; -0,00006084; 0,00006992; 16,36363636; 0,00000000; 0,00000000; 81,81818182; -0,05347729; -0,44689096; 0,00000000; -0,00017000; 
2016-06-23 11:20:03; 1,1325; 1,1325; 1,13229; 1,13236; 1,13213974; 1,13243394; 0,00021000; 0,00028057; 0,00001000; 0,00000000; 0,23530088; 0,15598172; 0,20271578; 0,23164265; 99,20952381; 0,00000000; 0,00000000; 0,00004330; -0,00003496; 0,00007826; 32,72727273; 0,00000000; 0,00000000; 81,81818182; -0,00865824; -0,38810943; 0,00000000; 0,00042000; 
